Age_Group,Gender,Work_Experience,Working_Hours_Per_Day,Meetings_Per_Week,Late_Night_Work_Frequency,AI_Job_Displacement_Fear,Supervisor_Support,Salary_Satisfaction,Work_Life_Balance,Stress_Level,Sleep_Quality,Job_Satisfaction,Burnout_Symptoms,Depression_Risk,Employee_ID,Employee_Name,Department,Date,Month
18-25,Female,2,1,3,3,1,3,5,4,2,2,4,2,1,EMP1152,Employee_1152,IT,2028-02-26,Feb
18-25,Male,2,1,3,2,3,5,3,4,1,4,5,2,1,EMP1153,Employee_1153,IT,2028-02-27,Feb
36-45,Female,2,4,2,2,4,3,5,3,1,4,4,2,1,EMP1154,Employee_1154,IT,2028-02-28,Feb
18-25,Male,2,4,3,1,1,1,3,2,3,4,2,2,1,EMP1155,Employee_1155,Marketing,2028-02-29,Feb
36-45,Female,5,4,1,3,3,5,4,4,2,3,5,2,1,EMP1156,Employee_1156,IT,2028-03-01,Mar
18-25,Male,1,2,5,4,3,3,4,4,4,2,4,3,1,EMP1157,Employee_1157,Sales,2028-03-02,Mar
36-45,Female,2,5,4,2,3,3,1,2,4,4,2,4,2,EMP1158,Employee_1158,Support,2028-03-03,Mar
26-35,Prefer not to say,2,5,4,3,1,5,2,3,4,4,3,3,1,EMP1159,Employee_1159,Operations,2028-03-04,Mar
36-45,Male,1,1,3,2,5,4,4,4,1,4,5,1,0,EMP1160,Employee_1160,Sales,2028-03-05,Mar
36-45,Male,5,3,2,5,4,2,4,3,3,2,3,4,1,EMP1161,Employee_1161,Support,2028-03-06,Mar
36-45,Male,2,5,2,4,2,4,4,3,4,2,4,3,1,EMP1162,Employee_1162,Sales,2028-03-07,Mar
26-35,Female,5,3,4,2,3,1,3,2,3,3,2,2,1,EMP1163,Employee_1163,Sales,2028-03-08,Mar
26-35,Male,4,3,1,3,4,4,4,4,3,4,4,3,2,EMP1164,Employee_1164,Sales,2028-03-09,Mar
18-25,Male,1,2,3,4,4,3,4,4,4,2,4,3,1,EMP1165,Employee_1165,IT,2028-03-10,Mar
18-25,Female,1,2,2,3,4,1,4,3,2,4,3,3,1,EMP1166,Employee_1166,HR,2028-03-11,Mar
18-25,Female,5,3,1,3,1,4,3,3,2,3,4,3,1,EMP1167,Employee_1167,Sales,2028-03-12,Mar
18-25,Prefer not to say,3,4,1,1,3,1,1,1,3,5,1,3,1,EMP1168,Employee_1168,Operations,2028-03-13,Mar
26-35,Male,3,3,2,1,1,5,3,4,3,5,4,2,1,EMP1169,Employee_1169,Finance,2028-03-14,Mar
26-35,Male,4,4,1,2,2,4,2,3,4,3,3,3,2,EMP1170,Employee_1170,Finance,2028-03-15,Mar
18-25,Female,5,1,1,2,2,5,3,4,2,3,4,2,1,EMP1171,Employee_1171,Operations,2028-03-16,Mar
18-25,Male,5,2,4,2,2,2,5,4,2,5,4,2,1,EMP1172,Employee_1172,Support,2028-03-17,Mar
26-35,Female,1,3,3,3,3,3,2,3,3,3,3,3,1,EMP1173,Employee_1173,Marketing,2028-03-18,Mar
18-25,Male,3,4,3,2,5,1,2,2,5,3,1,3,2,EMP1174,Employee_1174,HR,2028-03-19,Mar
18-25,Male,1,1,5,3,2,4,2,4,1,4,4,2,1,EMP1175,Employee_1175,Operations,2028-03-20,Mar
26-35,Male,5,5,4,5,3,4,5,3,5,2,4,5,2,EMP1176,Employee_1176,Support,2028-03-21,Mar
26-35,Male,3,4,3,2,4,2,5,3,3,5,3,2,1,EMP1177,Employee_1177,Sales,2028-03-22,Mar
46+,Female,4,4,3,2,5,1,4,2,4,4,2,3,1,EMP1178,Employee_1178,Finance,2028-03-23,Mar
18-25,Female,4,5,4,5,1,5,3,3,3,1,4,5,2,EMP1179,Employee_1179,Operations,2028-03-24,Mar
18-25,Male,5,1,1,1,4,5,1,4,2,4,4,1,0,EMP1180,Employee_1180,Sales,2028-03-25,Mar
18-25,Female,4,2,3,2,5,3,5,4,2,5,4,2,1,EMP1181,Employee_1181,Support,2028-03-26,Mar
18-25,Male,5,3,4,4,1,3,4,3,3,3,3,4,1,EMP1182,Employee_1182,IT,2028-03-27,Mar
18-25,Male,3,3,2,5,5,4,4,4,3,2,4,4,1,EMP1183,Employee_1183,Sales,2028-03-28,Mar
18-25,Male,2,3,3,1,2,4,1,3,3,4,3,1,1,EMP1184,Employee_1184,IT,2028-03-29,Mar
18-25,Male,3,3,3,1,1,1,3,2,2,4,2,3,1,EMP1185,Employee_1185,Operations,2028-03-30,Mar
18-25,Male,4,2,5,4,4,3,1,3,5,2,2,4,1,EMP1186,Employee_1186,Finance,2028-03-31,Mar
18-25,Female,4,2,5,5,5,1,2,2,3,2,1,3,2,EMP1187,Employee_1187,HR,2028-04-01,Apr
26-35,Female,5,2,2,2,3,4,4,4,2,5,4,3,1,EMP1188,Employee_1188,HR,2028-04-02,Apr
36-45,Male,3,4,1,5,4,3,4,3,3,3,3,3,2,EMP1189,Employee_1189,Finance,2028-04-03,Apr
18-25,Female,4,5,5,2,5,3,1,2,4,4,2,3,1,EMP1190,Employee_1190,IT,2028-04-04,Apr
26-35,Female,2,4,2,1,1,2,3,2,3,5,2,3,1,EMP1191,Employee_1191,Marketing,2028-04-05,Apr
26-35,Male,1,2,2,3,5,3,3,3,3,5,3,2,1,EMP1192,Employee_1192,Marketing,2028-04-06,Apr
18-25,Male,5,2,4,2,4,1,5,3,3,4,3,2,1,EMP1193,Employee_1193,HR,2028-04-07,Apr
46+,Female,4,5,4,2,2,2,2,2,2,4,2,3,1,EMP1194,Employee_1194,Finance,2028-04-08,Apr
18-25,Male,5,1,2,4,3,3,2,3,2,3,3,3,1,EMP1195,Employee_1195,Sales,2028-04-09,Apr
26-35,Female,1,1,3,5,3,1,3,3,2,3,2,3,1,EMP1196,Employee_1196,Support,2028-04-10,Apr
26-35,Female,1,3,1,1,3,2,4,3,3,4,3,1,2,EMP1197,Employee_1197,Finance,2028-04-11,Apr
36-45,Female,2,4,2,3,2,3,4,3,5,2,3,5,2,EMP1198,Employee_1198,Sales,2028-04-12,Apr
46+,Female,2,3,2,3,3,3,5,4,3,3,4,3,1,EMP1199,Employee_1199,IT,2028-04-13,Apr
18-25,Female,4,4,1,1,2,2,2,2,3,4,2,2,1,EMP1200,Employee_1200,IT,2028-04-14,Apr
36-45,Male,3,3,4,1,1,4,5,4,2,5,5,2,1,EMP1201,Employee_1201,Support,2028-04-15,Apr
26-35,Female,1,1,3,5,3,4,1,3,3,2,3,3,2,EMP1202,Employee_1202,IT,2028-04-16,Apr
46+,Male,4,4,3,1,1,4,5,4,4,3,4,2,1,EMP1203,Employee_1203,Marketing,2028-04-17,Apr
26-35,Male,1,2,2,1,2,3,2,3,2,4,3,3,1,EMP1204,Employee_1204,HR,2028-04-18,Apr
26-35,Male,5,1,2,4,2,5,2,4,2,2,4,2,1,EMP1205,Employee_1205,IT,2028-04-19,Apr
18-25,Male,4,2,4,1,3,2,1,2,1,3,2,2,1,EMP1206,Employee_1206,Marketing,2028-04-20,Apr
26-35,Female,5,1,1,1,4,4,5,5,2,4,5,2,1,EMP1207,Employee_1207,Sales,2028-04-21,Apr
18-25,Male,4,1,4,1,1,3,5,4,2,5,4,1,0,EMP1208,Employee_1208,Marketing,2028-04-22,Apr
36-45,Male,3,1,3,4,2,3,3,4,2,3,4,3,1,EMP1209,Employee_1209,Support,2028-04-23,Apr
46+,Male,1,2,3,5,4,4,5,4,3,2,5,3,1,EMP1210,Employee_1210,IT,2028-04-24,Apr
18-25,Male,5,3,3,3,2,3,2,3,4,4,2,3,1,EMP1211,Employee_1211,HR,2028-04-25,Apr
46+,Male,4,5,4,5,4,3,1,2,5,1,1,5,2,EMP1212,Employee_1212,HR,2028-04-26,Apr
26-35,Female,3,1,1,3,4,4,4,4,2,5,4,3,1,EMP1213,Employee_1213,Finance,2028-04-27,Apr
26-35,Female,3,5,3,3,3,1,3,2,3,3,2,4,2,EMP1214,Employee_1214,Support,2028-04-28,Apr
36-45,Male,5,5,5,1,4,3,4,3,5,4,3,3,2,EMP1215,Employee_1215,Sales,2028-04-29,Apr
36-45,Male,2,1,2,3,5,5,1,4,3,3,3,2,1,EMP1216,Employee_1216,Operations,2028-04-30,Apr
18-25,Female,2,2,5,4,5,3,4,4,4,2,4,4,2,EMP1217,Employee_1217,Support,2028-05-01,May
18-25,Male,5,4,1,2,3,5,1,3,2,3,3,2,1,EMP1218,Employee_1218,Sales,2028-05-02,May
36-45,Female,3,4,2,2,5,3,2,2,3,4,2,3,2,EMP1219,Employee_1219,HR,2028-05-03,May
26-35,Male,5,4,1,2,2,1,4,2,2,5,2,3,1,EMP1220,Employee_1220,Sales,2028-05-04,May
36-45,Male,1,4,4,5,4,2,3,2,5,1,2,4,2,EMP1221,Employee_1221,HR,2028-05-05,May
26-35,Female,5,3,2,1,3,5,2,3,2,5,4,3,0,EMP1222,Employee_1222,Sales,2028-05-06,May
26-35,Female,3,5,3,5,1,1,2,1,4,2,1,5,2,EMP1223,Employee_1223,IT,2028-05-07,May
26-35,Male,2,5,3,1,4,3,1,2,2,5,2,3,1,EMP1224,Employee_1224,Finance,2028-05-08,May
18-25,Male,2,5,2,2,2,4,5,3,3,4,4,3,2,EMP1225,Employee_1225,Operations,2028-05-09,May
18-25,Male,2,2,1,4,3,1,2,2,2,3,2,4,2,EMP1226,Employee_1226,Marketing,2028-05-10,May
26-35,Male,1,1,1,3,1,5,4,5,1,4,5,1,0,EMP1227,Employee_1227,Operations,2028-05-11,May
36-45,Male,1,4,4,5,2,2,1,2,3,2,1,4,1,EMP1228,Employee_1228,Support,2028-05-12,May
36-45,Female,4,1,1,5,2,2,4,4,3,2,3,3,1,EMP1229,Employee_1229,Sales,2028-05-13,May
36-45,Male,4,5,2,5,1,5,5,4,4,1,5,4,2,EMP1230,Employee_1230,Sales,2028-05-14,May
36-45,Female,5,4,4,5,1,4,1,2,3,1,2,4,1,EMP1231,Employee_1231,Operations,2028-05-15,May
18-25,Prefer not to say,2,4,4,3,1,4,5,4,2,3,5,3,1,EMP1232,Employee_1232,Finance,2028-05-16,May
26-35,Male,5,5,2,3,2,4,1,2,2,3,2,4,1,EMP1233,Employee_1233,HR,2028-05-17,May
46+,Female,2,3,3,5,5,3,2,3,4,1,2,4,1,EMP1234,Employee_1234,IT,2028-05-18,May
36-45,Male,2,1,3,1,2,5,2,4,2,5,4,1,0,EMP1235,Employee_1235,Finance,2028-05-19,May
46+,Female,2,4,5,2,1,2,1,2,2,3,2,3,1,EMP1236,Employee_1236,Sales,2028-05-20,May
18-25,Male,3,5,4,2,5,4,3,3,4,3,3,4,2,EMP1237,Employee_1237,Finance,2028-05-21,May
26-35,Female,1,4,4,5,3,4,2,3,5,1,3,5,2,EMP1238,Employee_1238,Finance,2028-05-22,May
18-25,Male,1,4,4,3,2,4,2,3,3,5,3,4,1,EMP1239,Employee_1239,Support,2028-05-23,May
18-25,Male,4,3,4,4,5,2,1,2,4,2,1,4,2,EMP1240,Employee_1240,HR,2028-05-24,May
36-45,Prefer not to say,3,2,2,3,1,2,5,4,3,4,4,3,1,EMP1241,Employee_1241,Finance,2028-05-25,May
36-45,Male,5,4,3,2,1,5,4,4,3,4,5,3,1,EMP1242,Employee_1242,Sales,2028-05-26,May
18-25,Male,3,2,3,5,3,5,4,4,4,2,4,4,2,EMP1243,Employee_1243,Marketing,2028-05-27,May
26-35,Male,5,1,2,1,4,2,1,3,1,5,2,2,1,EMP1244,Employee_1244,Marketing,2028-05-28,May
18-25,Male,3,3,1,5,5,5,5,4,3,2,5,4,1,EMP1245,Employee_1245,Marketing,2028-05-29,May
18-25,Female,5,1,5,4,1,1,2,3,2,3,2,2,1,EMP1246,Employee_1246,Support,2028-05-30,May
36-45,Female,2,5,1,2,4,3,2,2,4,5,2,3,1,EMP1247,Employee_1247,IT,2028-05-31,May
26-35,Male,3,2,2,1,1,1,2,2,1,5,2,1,1,EMP1248,Employee_1248,Sales,2028-06-01,Jun
26-35,Prefer not to say,2,2,2,1,2,2,4,3,1,4,3,1,1,EMP1249,Employee_1249,Marketing,2028-06-02,Jun
18-25,Male,2,2,5,5,1,1,1,2,3,1,1,5,2,EMP1250,Employee_1250,Marketing,2028-06-03,Jun
26-35,Male,2,2,1,5,3,3,3,3,3,2,3,3,1,EMP1251,Employee_1251,Operations,2028-06-04,Jun
26-35,Male,1,2,1,2,4,2,3,3,2,4,3,3,1,EMP1252,Employee_1252,Support,2028-06-05,Jun
18-25,Female,2,1,4,3,2,1,1,2,3,3,1,3,1,EMP1253,Employee_1253,Sales,2028-06-06,Jun
18-25,Male,4,5,4,5,2,4,5,3,4,2,4,3,1,EMP1254,Employee_1254,Operations,2028-06-07,Jun
18-25,Female,4,1,4,5,2,2,2,3,3,1,2,4,1,EMP1255,Employee_1255,Finance,2028-06-08,Jun
26-35,Male,1,4,1,4,5,4,1,2,3,3,2,5,2,EMP1256,Employee_1256,Marketing,2028-06-09,Jun
18-25,Prefer not to say,3,1,1,4,2,5,2,4,2,2,4,2,1,EMP1257,Employee_1257,Sales,2028-06-10,Jun
18-25,Prefer not to say,4,5,2,2,2,4,1,2,2,4,2,2,1,EMP1258,Employee_1258,HR,2028-06-11,Jun
36-45,Male,1,1,1,3,2,5,3,4,1,3,5,2,1,EMP1259,Employee_1259,Finance,2028-06-12,Jun
18-25,Female,4,4,3,4,3,4,5,4,3,2,5,4,2,EMP1260,Employee_1260,HR,2028-06-13,Jun
36-45,Male,2,1,3,5,2,3,5,4,3,2,4,3,1,EMP1261,Employee_1261,Marketing,2028-06-14,Jun
26-35,Male,1,5,2,1,1,1,4,2,3,4,2,3,1,EMP1262,Employee_1262,Marketing,2028-06-15,Jun
26-35,Female,3,5,2,3,3,3,5,3,2,3,4,3,1,EMP1263,Employee_1263,Operations,2028-06-16,Jun
26-35,Female,1,2,3,5,4,3,3,3,4,2,3,4,1,EMP1264,Employee_1264,Operations,2028-06-17,Jun
18-25,Female,1,5,3,4,5,1,1,1,4,2,1,5,2,EMP1265,Employee_1265,Marketing,2028-06-18,Jun
26-35,Male,4,5,1,1,5,3,3,2,3,4,3,3,1,EMP1266,Employee_1266,Finance,2028-06-19,Jun
46+,Female,4,3,5,4,5,5,1,3,4,3,3,4,2,EMP1267,Employee_1267,Operations,2028-06-20,Jun
26-35,Female,2,5,2,3,5,3,3,2,4,3,2,3,2,EMP1268,Employee_1268,Sales,2028-06-21,Jun
18-25,Male,2,1,3,3,1,2,2,3,2,3,2,3,1,EMP1269,Employee_1269,Support,2028-06-22,Jun
36-45,Female,5,3,3,4,4,4,5,4,4,3,4,2,1,EMP1270,Employee_1270,Finance,2028-06-23,Jun
26-35,Male,5,1,3,2,5,5,4,5,3,3,5,2,0,EMP1271,Employee_1271,IT,2028-06-24,Jun
26-35,Male,5,4,4,1,2,5,2,3,3,4,3,2,1,EMP1272,Employee_1272,HR,2028-06-25,Jun
26-35,Male,2,1,1,2,5,5,2,4,2,5,4,1,1,EMP1273,Employee_1273,Sales,2028-06-26,Jun
18-25,Male,2,4,4,3,5,1,1,1,3,4,1,3,1,EMP1274,Employee_1274,Finance,2028-06-27,Jun
36-45,Male,2,4,1,4,5,3,1,2,3,4,2,3,1,EMP1275,Employee_1275,HR,2028-06-28,Jun
46+,Female,5,2,3,5,1,1,3,3,3,3,2,3,2,EMP1276,Employee_1276,Support,2028-06-29,Jun
26-35,Male,2,1,5,1,5,5,5,5,2,4,5,2,1,EMP1277,Employee_1277,HR,2028-06-30,Jun
36-45,Male,2,2,3,2,4,1,4,3,3,4,3,3,1,EMP1278,Employee_1278,HR,2028-07-01,Jul
36-45,Female,3,3,5,4,1,1,1,2,3,1,1,3,2,EMP1279,Employee_1279,HR,2028-07-02,Jul
46+,Male,1,4,4,4,1,2,3,2,4,2,2,5,1,EMP1280,Employee_1280,IT,2028-07-03,Jul
18-25,Female,5,2,5,3,5,1,1,2,3,3,1,2,2,EMP1281,Employee_1281,HR,2028-07-04,Jul
26-35,Female,5,1,5,4,1,4,3,4,2,3,4,2,1,EMP1282,Employee_1282,Support,2028-07-05,Jul
26-35,Female,2,2,4,2,3,4,5,4,3,4,5,3,1,EMP1283,Employee_1283,Support,2028-07-06,Jul
18-25,Male,4,5,1,5,4,2,3,2,3,2,2,5,2,EMP1284,Employee_1284,Marketing,2028-07-07,Jul
26-35,Male,4,1,4,4,1,2,5,4,5,3,3,3,2,EMP1285,Employee_1285,Marketing,2028-07-08,Jul
18-25,Female,4,1,1,1,1,5,2,4,1,5,4,1,0,EMP1286,Employee_1286,Marketing,2028-07-09,Jul
36-45,Female,1,2,1,3,5,5,4,4,2,3,5,3,1,EMP1287,Employee_1287,Marketing,2028-07-10,Jul
18-25,Male,3,1,5,5,3,5,1,4,3,2,3,3,1,EMP1288,Employee_1288,Finance,2028-07-11,Jul
18-25,Male,5,1,4,3,2,3,2,3,1,3,3,1,1,EMP1289,Employee_1289,Marketing,2028-07-12,Jul
18-25,Female,2,1,5,1,3,2,4,4,3,4,3,1,1,EMP1290,Employee_1290,IT,2028-07-13,Jul
36-45,Female,4,5,4,5,5,2,2,2,5,1,1,5,2,EMP1291,Employee_1291,Marketing,2028-07-14,Jul
36-45,Female,4,3,5,4,5,2,2,2,3,2,2,4,1,EMP1292,Employee_1292,IT,2028-07-15,Jul
36-45,Male,5,3,1,4,1,3,5,4,3,2,4,4,1,EMP1293,Employee_1293,Sales,2028-07-16,Jul
18-25,Male,2,1,5,4,2,3,5,4,2,4,4,3,1,EMP1294,Employee_1294,Sales,2028-07-17,Jul
26-35,Female,4,5,4,5,2,1,4,2,4,1,2,4,2,EMP1295,Employee_1295,Sales,2028-07-18,Jul
26-35,Female,5,5,3,4,5,5,3,3,3,2,4,4,2,EMP1296,Employee_1296,Sales,2028-07-19,Jul
36-45,Male,2,2,4,3,1,3,4,4,3,2,4,2,1,EMP1297,Employee_1297,Support,2028-07-20,Jul
18-25,Male,1,4,5,4,2,2,1,2,4,3,1,4,2,EMP1298,Employee_1298,Operations,2028-07-21,Jul
18-25,Prefer not to say,4,3,5,4,3,2,3,3,3,3,3,3,1,EMP1299,Employee_1299,Marketing,2028-07-22,Jul
26-35,Male,2,1,1,3,3,5,1,4,1,4,4,1,0,EMP1300,Employee_1300,IT,2028-07-23,Jul
18-25,Male,5,3,2,1,2,4,2,3,1,5,3,3,1,EMP1301,Employee_1301,Support,2028-07-24,Jul
26-35,Female,4,2,5,3,2,5,5,5,1,2,5,2,0,EMP1302,Employee_1302,HR,2028-07-25,Jul
26-35,Male,5,2,5,4,1,3,5,4,3,3,4,3,1,EMP1303,Employee_1303,IT,2028-07-26,Jul
18-25,Male,5,2,1,4,3,5,1,3,3,2,3,3,2,EMP1304,Employee_1304,Sales,2028-07-27,Jul
18-25,Female,4,2,3,1,1,3,4,4,2,4,4,2,1,EMP1305,Employee_1305,Support,2028-07-28,Jul
26-35,Male,3,4,3,2,3,1,3,2,4,5,2,2,1,EMP1306,Employee_1306,IT,2028-07-29,Jul
36-45,Prefer not to say,4,3,1,5,2,3,1,2,4,2,2,4,2,EMP1307,Employee_1307,Finance,2028-07-30,Jul
46+,Female,1,3,3,1,3,1,5,3,3,5,3,2,1,EMP1308,Employee_1308,IT,2028-07-31,Jul
18-25,Male,3,3,4,3,1,5,3,4,1,4,5,3,0,EMP1309,Employee_1309,Operations,2028-08-01,Aug
26-35,Male,4,4,5,2,4,2,4,3,4,2,3,3,1,EMP1310,Employee_1310,Support,2028-08-02,Aug
18-25,Male,4,1,3,4,2,4,2,4,2,3,4,3,1,EMP1311,Employee_1311,Marketing,2028-08-03,Aug
26-35,Female,3,3,2,1,5,5,5,4,4,3,5,3,1,EMP1312,Employee_1312,HR,2028-08-04,Aug
18-25,Female,4,3,1,1,4,5,1,3,3,4,3,2,1,EMP1313,Employee_1313,Operations,2028-08-05,Aug
18-25,Male,1,3,3,1,4,1,4,3,3,4,3,3,1,EMP1314,Employee_1314,Marketing,2028-08-06,Aug
36-45,Female,2,3,5,3,5,4,1,3,4,4,2,4,2,EMP1315,Employee_1315,Marketing,2028-08-07,Aug
36-45,Male,1,3,3,2,5,4,2,3,2,4,3,2,1,EMP1316,Employee_1316,Finance,2028-08-08,Aug
26-35,Prefer not to say,3,5,5,5,5,3,3,2,3,2,3,4,2,EMP1317,Employee_1317,Finance,2028-08-09,Aug
18-25,Female,2,5,1,1,5,3,5,3,3,5,4,4,1,EMP1318,Employee_1318,Operations,2028-08-10,Aug
18-25,Male,4,1,1,3,3,5,5,5,3,3,5,3,2,EMP1319,Employee_1319,Support,2028-08-11,Aug
36-45,Male,4,5,2,4,2,2,3,2,4,2,2,4,1,EMP1320,Employee_1320,Operations,2028-08-12,Aug
26-35,Female,2,2,5,4,2,4,2,3,3,2,3,3,1,EMP1321,Employee_1321,Sales,2028-08-13,Aug
26-35,Female,4,1,1,3,3,3,5,4,1,4,5,1,1,EMP1322,Employee_1322,Finance,2028-08-14,Aug
18-25,Prefer not to say,2,4,2,5,1,4,1,2,3,2,2,4,2,EMP1323,Employee_1323,Finance,2028-08-15,Aug
26-35,Female,1,1,4,5,2,3,3,4,3,3,3,4,1,EMP1324,Employee_1324,Operations,2028-08-16,Aug
26-35,Prefer not to say,1,1,5,5,1,4,3,4,2,2,4,2,1,EMP1325,Employee_1325,HR,2028-08-17,Aug
18-25,Male,5,4,1,5,2,4,2,3,4,2,3,4,2,EMP1326,Employee_1326,HR,2028-08-18,Aug
18-25,Female,3,4,5,4,4,3,2,2,5,2,2,5,2,EMP1327,Employee_1327,HR,2028-08-19,Aug
26-35,Male,5,2,5,4,2,5,3,4,3,3,4,3,1,EMP1328,Employee_1328,Sales,2028-08-20,Aug
36-45,Male,5,3,4,4,3,4,1,3,3,2,3,3,1,EMP1329,Employee_1329,Finance,2028-08-21,Aug
18-25,Male,5,4,1,4,3,3,2,2,3,3,2,4,1,EMP1330,Employee_1330,Sales,2028-08-22,Aug
18-25,Female,5,2,2,5,1,2,5,4,4,2,4,4,2,EMP1331,Employee_1331,HR,2028-08-23,Aug
36-45,Male,1,2,2,4,2,3,3,3,4,4,3,3,1,EMP1332,Employee_1332,HR,2028-08-24,Aug
36-45,Female,2,1,1,5,2,5,1,4,2,2,4,2,1,EMP1333,Employee_1333,Finance,2028-08-25,Aug
26-35,Male,4,4,3,3,3,2,3,2,3,3,2,3,1,EMP1334,Employee_1334,Support,2028-08-26,Aug
36-45,Female,3,5,2,3,4,2,2,2,4,2,2,4,2,EMP1335,Employee_1335,Support,2028-08-27,Aug
18-25,Male,1,3,1,5,5,5,3,4,3,2,4,3,2,EMP1336,Employee_1336,Marketing,2028-08-28,Aug
18-25,Male,1,3,3,4,1,1,3,2,4,3,2,4,2,EMP1337,Employee_1337,HR,2028-08-29,Aug
18-25,Male,2,5,4,1,2,4,5,3,3,5,4,3,1,EMP1338,Employee_1338,Marketing,2028-08-30,Aug
26-35,Prefer not to say,3,4,1,1,4,5,3,3,3,5,4,3,1,EMP1339,Employee_1339,Sales,2028-08-31,Aug
36-45,Female,4,1,5,4,5,3,2,3,3,2,3,4,2,EMP1340,Employee_1340,Support,2028-09-01,Sep
26-35,Female,2,2,1,4,5,2,2,3,2,3,2,3,1,EMP1341,Employee_1341,Marketing,2028-09-02,Sep
18-25,Female,1,1,5,5,5,3,4,4,4,1,4,3,2,EMP1342,Employee_1342,Support,2028-09-03,Sep
26-35,Female,4,5,2,1,3,4,3,3,3,5,3,3,1,EMP1343,Employee_1343,IT,2028-09-04,Sep
26-35,Male,3,3,5,5,4,3,3,3,3,3,3,3,1,EMP1344,Employee_1344,Support,2028-09-05,Sep
18-25,Male,1,3,1,1,5,5,2,3,3,5,3,2,1,EMP1345,Employee_1345,Finance,2028-09-06,Sep
36-45,Male,1,3,1,3,3,1,2,2,2,3,2,3,1,EMP1346,Employee_1346,IT,2028-09-07,Sep
36-45,Female,4,5,5,3,1,1,2,1,4,2,1,5,2,EMP1347,Employee_1347,HR,2028-09-08,Sep
26-35,Male,5,3,5,2,4,2,2,2,4,5,2,3,1,EMP1348,Employee_1348,HR,2028-09-09,Sep
18-25,Female,1,3,3,3,5,4,3,3,3,4,3,2,1,EMP1349,Employee_1349,Sales,2028-09-10,Sep
26-35,Male,5,4,5,1,2,2,5,3,4,5,3,3,1,EMP1350,Employee_1350,Operations,2028-09-11,Sep
46+,Female,2,3,2,3,3,2,4,3,3,4,3,3,1,EMP1351,Employee_1351,Finance,2028-09-12,Sep
26-35,Female,3,5,3,4,1,3,2,2,4,2,2,5,2,EMP1352,Employee_1352,Sales,2028-09-13,Sep
36-45,Male,4,4,5,2,3,2,1,2,3,5,1,2,1,EMP1353,Employee_1353,Finance,2028-09-14,Sep
36-45,Male,5,4,5,3,5,4,2,3,4,4,3,3,2,EMP1354,Employee_1354,Sales,2028-09-15,Sep
46+,Female,4,4,3,3,1,1,5,3,4,4,3,4,2,EMP1355,Employee_1355,Support,2028-09-16,Sep
36-45,Male,4,5,2,3,2,2,4,2,4,3,2,4,2,EMP1356,Employee_1356,Sales,2028-09-17,Sep
18-25,Female,5,5,3,4,4,1,1,1,5,2,1,5,3,EMP1357,Employee_1357,IT,2028-09-18,Sep
18-25,Female,1,4,1,1,5,2,2,2,4,3,2,2,1,EMP1358,Employee_1358,Marketing,2028-09-19,Sep
18-25,Female,5,1,3,5,5,3,2,3,4,2,2,3,2,EMP1359,Employee_1359,Sales,2028-09-20,Sep
18-25,Female,3,2,4,1,1,3,4,4,2,5,4,2,1,EMP1360,Employee_1360,IT,2028-09-21,Sep
18-25,Male,3,2,1,2,3,2,1,2,2,3,2,2,1,EMP1361,Employee_1361,IT,2028-09-22,Sep
36-45,Female,5,2,3,4,4,3,3,3,4,2,3,4,1,EMP1362,Employee_1362,IT,2028-09-23,Sep
46+,Female,1,2,5,1,3,4,3,4,3,4,4,1,1,EMP1363,Employee_1363,Finance,2028-09-24,Sep
18-25,Male,3,5,5,1,5,3,4,3,4,5,3,3,1,EMP1364,Employee_1364,Marketing,2028-09-25,Sep
18-25,Female,2,3,2,1,5,4,5,4,3,5,5,3,1,EMP1365,Employee_1365,Support,2028-09-26,Sep
36-45,Female,5,4,3,4,4,2,2,2,4,1,2,4,2,EMP1366,Employee_1366,HR,2028-09-27,Sep
26-35,Male,2,4,4,3,2,5,1,3,3,3,3,4,1,EMP1367,Employee_1367,Marketing,2028-09-28,Sep
18-25,Female,3,2,1,3,4,4,2,3,4,3,3,3,1,EMP1368,Employee_1368,Marketing,2028-09-29,Sep
26-35,Female,2,1,4,4,1,3,2,3,3,3,3,3,1,EMP1369,Employee_1369,Operations,2028-09-30,Sep
18-25,Female,4,1,2,3,5,2,1,3,1,4,2,2,1,EMP1370,Employee_1370,Sales,2028-10-01,Oct
46+,Female,2,4,5,3,4,1,4,2,4,1,2,4,2,EMP1371,Employee_1371,HR,2028-10-02,Oct
18-25,Male,3,5,2,2,4,1,2,1,3,3,1,3,1,EMP1372,Employee_1372,Sales,2028-10-03,Oct
36-45,Male,2,4,2,1,5,4,1,2,3,5,2,3,1,EMP1373,Employee_1373,Operations,2028-10-04,Oct
46+,Female,5,4,3,4,1,4,3,3,3,2,3,4,2,EMP1374,Employee_1374,Support,2028-10-05,Oct
26-35,Male,1,3,1,3,3,4,1,3,1,4,3,2,1,EMP1375,Employee_1375,Marketing,2028-10-06,Oct
18-25,Male,4,3,4,2,3,2,5,3,2,4,4,2,1,EMP1376,Employee_1376,Operations,2028-10-07,Oct
26-35,Male,2,4,1,3,1,3,4,3,3,3,3,3,1,EMP1377,Employee_1377,Sales,2028-10-08,Oct
18-25,Female,5,4,2,3,4,5,5,4,3,5,5,4,1,EMP1378,Employee_1378,Operations,2028-10-09,Oct
